date,session_key,air_temperature,humidity,pressure,wind_direction,meeting_key,rainfall,wind_speed,track_temperature
2023-10-29T20:18:53.211000+00:00,9181,25.3,27.0,779.7,304,1223,0,0.6,47.3
2023-10-29T20:19:53.210000+00:00,9181,25.4,27.0,779.7,274,1223,0,3.7,47.4
2023-10-29T20:20:53.224000+00:00,9181,25.4,25.0,779.7,12,1223,0,1.7,47.4
2023-10-29T20:21:53.208000+00:00,9181,25.5,24.0,779.7,193,1223,0,1.1,47.6
2023-10-29T20:22:53.222000+00:00,9181,25.6,23.0,779.7,163,1223,0,0.5,47.3
2023-10-29T20:23:53.221000+00:00,9181,25.6,22.0,779.5,227,1223,0,0.6,47.4
2023-10-29T20:24:53.220000+00:00,9181,25.7,23.0,779.5,301,1223,0,1.2,47.4
2023-10-29T20:25:53.219000+00:00,9181,25.8,22.0,779.5,119,1223,0,1.3,47.5
2023-10-29T20:26:53.218000+00:00,9181,25.7,22.0,779.5,190,1223,0,1.2,47.5
2023-10-29T20:27:53.217000+00:00,9181,25.6,22.0,779.4,187,1223,0,1.1,47.1
2023-10-29T20:28:53.216000+00:00,9181,25.5,22.0,779.4,298,1223,0,2.4,47.7
2023-10-29T20:29:53.215000+00:00,9181,25.5,24.0,779.5,258,1223,0,3.0,47.7
2023-10-29T20:30:53.214000+00:00,9181,25.5,25.0,779.5,292,1223,0,2.2,47.2
2023-10-29T20:31:53.244000+00:00,9181,25.5,24.0,779.4,288,1223,0,1.3,47.2
2023-10-29T20:32:53.243000+00:00,9181,25.6,22.0,779.4,280,1223,0,3.2,47.5
2023-10-29T20:33:53.258000+00:00,9181,25.6,23.0,779.4,233,1223,0,0.8,47.0
2023-10-29T20:34:53.272000+00:00,9181,25.7,23.0,779.4,236,1223,0,1.2,47.0
2023-10-29T20:35:53.287000+00:00,9181,25.8,23.0,779.4,315,1223,0,1.0,47.3
2023-10-29T20:36:53.301000+00:00,9181,25.8,22.0,779.2,236,1223,0,0.8,47.5
2023-10-29T20:37:53.285000+00:00,9181,25.8,22.0,779.4,292,1223,0,1.2,47.6
2023-10-29T20:38:53.299000+00:00,9181,25.8,22.0,779.2,306,1223,0,2.2,47.4
2023-10-29T20:39:53.298000+00:00,9181,25.9,22.0,779.2,274,1223,0,1.0,46.8
2023-10-29T20:40:53.313000+00:00,9181,25.8,22.0,779.2,263,1223,0,1.2,46.8
2023-10-29T20:41:53.312000+00:00,9181,25.8,22.0,779.2,0,1223,0,0.8,46.6
2023-10-29T20:42:53.311000+00:00,9181,25.7,22.0,779.2,345,1223,0,0.0,46.5
2023-10-29T20:43:53.310000+00:00,9181,25.7,22.0,779.2,50,1223,0,0.5,46.8
2023-10-29T20:44:53.308000+00:00,9181,25.7,22.0,779.2,204,1223,0,1.2,46.8
2023-10-29T20:45:53.307000+00:00,9181,25.7,22.0,779.2,117,1223,0,1.1,46.5
2023-10-29T20:46:53.306000+00:00,9181,25.8,22.0,779.2,143,1223,0,1.2,46.5
2023-10-29T20:47:53.305000+00:00,9181,25.7,23.0,779.2,295,1223,0,0.6,46.7
2023-10-29T20:48:53.304000+00:00,9181,25.8,22.0,779.2,329,1223,0,0.0,46.7
2023-10-29T20:49:53.319000+00:00,9181,25.9,22.0,779.2,295,1223,0,1.0,46.8
2023-10-29T20:50:53.318000+00:00,9181,25.9,21.0,779.0,291,1223,0,1.6,46.8
2023-10-29T20:51:53.317000+00:00,9181,25.9,22.0,779.0,310,1223,0,1.3,46.6
2023-10-29T20:52:53.316000+00:00,9181,25.8,22.0,779.2,166,1223,0,1.6,46.6
2023-10-29T20:53:53.315000+00:00,9181,25.9,22.0,779.2,167,1223,0,1.1,46.7
2023-10-29T20:54:53.314000+00:00,9181,25.9,22.0,779.0,243,1223,0,1.2,46.3
2023-10-29T20:55:53.312000+00:00,9181,26.0,22.0,779.0,273,1223,0,1.0,46.4
2023-10-29T20:56:53.311000+00:00,9181,26.1,21.0,779.0,317,1223,0,1.2,46.4
2023-10-29T20:57:53.326000+00:00,9181,26.1,21.0,779.0,333,1223,0,0.8,46.4
2023-10-29T20:58:53.341000+00:00,9181,26.0,21.0,779.0,293,1223,0,1.5,46.3
2023-10-29T20:59:53.324000+00:00,9181,26.0,22.0,779.0,270,1223,0,1.2,46.2
2023-10-29T21:00:53.323000+00:00,9181,26.0,22.0,779.0,295,1223,0,2.0,46.2
2023-10-29T21:01:53.322000+00:00,9181,26.1,22.0,779.0,275,1223,0,1.7,46.2
2023-10-29T21:02:53.321000+00:00,9181,26.1,21.0,779.0,271,1223,0,2.2,46.2
2023-10-29T21:03:53.320000+00:00,9181,26.0,21.0,779.0,261,1223,0,2.4,46.0
2023-10-29T21:04:53.319000+00:00,9181,26.0,21.0,779.0,261,1223,0,2.4,46.0
2023-10-29T21:05:53.318000+00:00,9181,26.1,21.0,779.0,271,1223,0,3.5,46.0
2023-10-29T21:06:53.317000+00:00,9181,26.1,21.0,779.0,292,1223,0,1.6,45.9
2023-10-29T21:07:53.331000+00:00,9181,26.1,21.0,778.9,316,1223,0,2.4,45.8
2023-10-29T21:08:53.314000+00:00,9181,26.2,22.0,779.0,292,1223,0,1.2,45.8
2023-10-29T21:09:53.329000+00:00,9181,26.3,21.0,778.9,293,1223,0,1.8,45.8
2023-10-29T21:10:53.328000+00:00,9181,26.3,21.0,779.0,266,1223,0,1.3,45.8
2023-10-29T21:11:53.343000+00:00,9181,26.2,21.0,779.0,272,1223,0,1.6,45.8
2023-10-29T21:12:53.326000+00:00,9181,26.1,21.0,779.0,291,1223,0,1.7,45.5
2023-10-29T21:13:53.325000+00:00,9181,26.1,20.0,778.9,302,1223,0,1.2,45.4
2023-10-29T21:14:53.324000+00:00,9181,26.1,20.0,778.9,262,1223,0,2.0,45.0
2023-10-29T21:15:53.323000+00:00,9181,26.0,21.0,778.9,299,1223,0,2.0,45.0
2023-10-29T21:16:53.338000+00:00,9181,26.3,21.0,778.9,286,1223,0,2.0,45.0
2023-10-29T21:17:53.336000+00:00,9181,26.4,21.0,778.9,312,1223,0,2.2,45.0
2023-10-29T21:18:53.366000+00:00,9181,26.4,21.0,778.9,298,1223,0,1.2,45.0
2023-10-29T21:19:53.365000+00:00,9181,26.5,21.0,778.9,292,1223,0,1.6,45.0
2023-10-29T21:20:53.380000+00:00,9181,26.6,21.0,778.9,311,1223,0,1.8,44.9
2023-10-29T21:21:53.394000+00:00,9181,26.8,20.0,778.9,295,1223,0,2.5,44.8
2023-10-29T21:22:53.393000+00:00,9181,26.8,21.0,778.7,305,1223,0,2.9,44.8
2023-10-29T21:23:53.408000+00:00,9181,26.8,21.0,778.7,314,1223,0,1.7,44.8
2023-10-29T21:24:53.391000+00:00,9181,26.8,20.0,778.7,301,1223,0,2.2,44.8
2023-10-29T21:25:53.406000+00:00,9181,26.7,20.0,778.7,263,1223,0,2.4,44.7
2023-10-29T21:26:53.420000+00:00,9181,26.6,20.0,778.7,316,1223,0,0.8,44.5
2023-10-29T21:27:53.435000+00:00,9181,26.6,20.0,778.7,311,1223,0,1.5,44.5
2023-10-29T21:28:53.434000+00:00,9181,26.7,20.0,778.7,316,1223,0,2.2,44.3
2023-10-29T21:29:53.449000+00:00,9181,26.6,20.0,778.7,67,1223,0,1.2,44.3
2023-10-29T21:30:53.463000+00:00,9181,26.5,20.0,778.7,302,1223,0,0.8,44.1
2023-10-29T21:31:53.478000+00:00,9181,26.6,20.0,778.7,295,1223,0,1.0,44.0
2023-10-29T21:32:53.461000+00:00,9181,26.8,20.0,778.7,308,1223,0,1.7,44.0
2023-10-29T21:33:53.476000+00:00,9181,26.9,20.0,778.7,296,1223,0,1.6,44.0
2023-10-29T21:34:53.459000+00:00,9181,26.9,20.0,778.7,291,1223,0,1.5,43.6
2023-10-29T21:35:53.473000+00:00,9181,26.9,20.0,778.7,307,1223,0,1.7,43.6
2023-10-29T21:36:53.472000+00:00,9181,26.7,20.0,778.7,306,1223,0,1.5,43.6
2023-10-29T21:37:53.471000+00:00,9181,26.6,19.0,778.7,355,1223,0,1.6,43.6
2023-10-29T21:38:53.470000+00:00,9181,26.6,19.0,778.7,150,1223,0,0.4,43.6
2023-10-29T21:39:53.469000+00:00,9181,26.6,19.0,778.7,301,1223,0,1.7,43.6
2023-10-29T21:40:53.484000+00:00,9181,26.6,19.0,778.7,257,1223,0,1.0,43.4
2023-10-29T21:41:53.467000+00:00,9181,26.5,19.0,778.7,0,1223,0,0.0,43.2
2023-10-29T21:42:53.466000+00:00,9181,26.5,19.0,778.7,307,1223,0,1.0,43.1
2023-10-29T21:43:53.465000+00:00,9181,26.5,19.0,778.7,276,1223,0,1.2,43.1
2023-10-29T21:44:53.464000+00:00,9181,26.5,19.0,778.7,290,1223,0,1.6,43.2
2023-10-29T21:45:53.479000+00:00,9181,26.5,19.0,778.7,310,1223,0,1.8,43.1
2023-10-29T21:46:53.478000+00:00,9181,26.7,19.0,778.7,290,1223,0,2.0,42.3
2023-10-29T21:47:53.477000+00:00,9181,26.6,19.0,778.7,235,1223,0,2.2,41.5
2023-10-29T21:48:53.491000+00:00,9181,26.5,19.0,778.7,108,1223,0,1.8,41.0
2023-10-29T21:49:53.490000+00:00,9181,26.5,19.0,778.7,146,1223,0,0.8,40.6
2023-10-29T21:50:53.473000+00:00,9181,26.6,19.0,778.7,145,1223,0,1.2,40.6
2023-10-29T21:51:53.488000+00:00,9181,26.5,19.0,778.7,307,1223,0,1.5,40.6
2023-10-29T21:52:53.471000+00:00,9181,26.7,18.0,778.7,319,1223,0,2.2,40.6
2023-10-29T21:53:53.486000+00:00,9181,26.7,18.0,778.7,292,1223,0,1.5,40.5
2023-10-29T21:54:53.485000+00:00,9181,26.6,19.0,778.7,232,1223,0,1.6,40.3
2023-10-29T21:55:53.468000+00:00,9181,26.5,19.0,778.7,291,1223,0,1.1,39.9
2023-10-29T21:56:53.483000+00:00,9181,26.4,19.0,778.5,306,1223,0,1.7,39.8
2023-10-29T21:57:53.482000+00:00,9181,26.4,19.0,778.5,305,1223,0,1.8,39.2
2023-10-29T21:58:53.481000+00:00,9181,26.4,19.0,778.5,300,1223,0,1.8,38.9
2023-10-29T21:59:53.480000+00:00,9181,26.4,19.0,778.5,305,1223,0,2.0,38.8
2023-10-29T22:00:53.510000+00:00,9181,26.4,19.0,778.5,313,1223,0,1.6,38.7
2023-10-29T22:01:53.493000+00:00,9181,26.4,19.0,778.5,293,1223,0,1.3,38.2
2023-10-29T22:02:53.508000+00:00,9181,26.3,19.0,778.5,303,1223,0,1.2,38.1
2023-10-29T22:03:53.491000+00:00,9181,26.3,19.0,778.5,0,1223,0,0.8,37.7
2023-10-29T22:04:53.521000+00:00,9181,26.3,19.0,778.7,306,1223,0,0.6,37.4
2023-10-29T22:05:53.536000+00:00,9181,26.2,19.0,778.5,285,1223,0,1.2,37.3
2023-10-29T22:06:53.535000+00:00,9181,26.2,19.0,778.5,281,1223,0,1.5,37.0
2023-10-29T22:07:53.534000+00:00,9181,26.1,19.0,778.7,268,1223,0,2.9,36.6
2023-10-29T22:08:53.533000+00:00,9181,26.2,19.0,778.7,288,1223,0,2.7,36.5
2023-10-29T22:09:53.563000+00:00,9181,26.1,19.0,778.7,0,1223,0,2.0,36.2
2023-10-29T22:10:53.562000+00:00,9181,26.0,19.0,778.5,203,1223,0,0.5,35.9
