date,session_key,humidity,pressure,rainfall,track_temperature,wind_speed,meeting_key,wind_direction,air_temperature
2023-05-07T20:18:25.371000+00:00,9078,58.0,1018.2,0,37.2,4.4,1208,152,27.5
2023-05-07T20:19:25.355000+00:00,9078,59.0,1018.2,0,36.3,3.2,1208,145,27.5
2023-05-07T20:20:25.370000+00:00,9078,59.0,1018.2,0,35.9,3.7,1208,145,27.4
2023-05-07T20:21:25.369000+00:00,9078,59.0,1018.2,0,36.0,4.5,1208,160,27.5
2023-05-07T20:22:25.368000+00:00,9078,59.0,1018.2,0,35.8,4.0,1208,133,27.5
2023-05-07T20:23:25.368000+00:00,9078,59.0,1018.2,0,35.5,3.5,1208,144,27.4
2023-05-07T20:24:25.367000+00:00,9078,58.0,1018.2,0,35.2,4.1,1208,139,27.3
2023-05-07T20:25:25.397000+00:00,9078,58.0,1018.0,0,34.9,4.6,1208,144,27.3
2023-05-07T20:26:25.366000+00:00,9078,59.0,1018.2,0,34.4,4.5,1208,145,27.2
2023-05-07T20:27:25.365000+00:00,9078,60.0,1018.0,0,34.3,3.7,1208,128,27.0
2023-05-07T20:28:25.364000+00:00,9078,59.0,1018.0,0,34.6,3.7,1208,142,26.9
2023-05-07T20:29:25.363000+00:00,9078,58.0,1018.0,0,34.8,4.3,1208,133,26.9
2023-05-07T20:30:25.363000+00:00,9078,59.0,1018.0,0,34.6,3.7,1208,135,27.0
2023-05-07T20:31:25.378000+00:00,9078,60.0,1018.0,0,34.6,3.5,1208,125,27.0
2023-05-07T20:32:25.361000+00:00,9078,58.0,1018.0,0,35.3,4.6,1208,135,27.0
2023-05-07T20:33:25.376000+00:00,9078,59.0,1018.0,0,35.5,4.3,1208,148,26.9
2023-05-07T20:34:25.360000+00:00,9078,59.0,1018.0,0,35.2,4.5,1208,131,26.8
2023-05-07T20:35:25.359000+00:00,9078,59.0,1018.0,0,34.5,4.0,1208,148,26.9
2023-05-07T20:36:25.359000+00:00,9078,60.0,1018.0,0,34.5,4.8,1208,154,26.9
2023-05-07T20:37:25.358000+00:00,9078,60.0,1018.0,0,34.1,2.7,1208,144,26.9
2023-05-07T20:38:25.373000+00:00,9078,60.0,1017.9,0,33.6,4.4,1208,148,26.8
2023-05-07T20:39:25.357000+00:00,9078,60.0,1018.0,0,33.3,4.0,1208,143,26.7
2023-05-07T20:40:25.356000+00:00,9078,60.0,1018.0,0,33.5,4.6,1208,159,26.7
2023-05-07T20:41:25.355000+00:00,9078,60.0,1018.0,0,33.3,4.3,1208,158,26.7
2023-05-07T20:42:25.370000+00:00,9078,61.0,1018.0,0,32.9,4.9,1208,150,26.8
2023-05-07T20:43:25.370000+00:00,9078,61.0,1018.0,0,33.0,3.2,1208,142,26.8
2023-05-07T20:44:25.369000+00:00,9078,60.0,1017.9,0,35.1,4.4,1208,142,27.0
2023-05-07T20:45:25.384000+00:00,9078,59.0,1017.9,0,35.1,4.4,1208,140,27.1
2023-05-07T20:46:25.368000+00:00,9078,58.0,1017.9,0,34.8,5.9,1208,126,27.3
2023-05-07T20:47:25.383000+00:00,9078,58.0,1018.0,0,34.2,4.4,1208,128,27.1
2023-05-07T20:48:25.366000+00:00,9078,58.0,1018.0,0,33.4,5.0,1208,143,27.0
2023-05-07T20:49:25.366000+00:00,9078,59.0,1018.0,0,33.3,3.7,1208,122,27.0
2023-05-07T20:50:25.365000+00:00,9078,59.0,1018.0,0,33.8,2.7,1208,138,27.0
2023-05-07T20:51:25.364000+00:00,9078,58.0,1018.0,0,33.8,4.0,1208,136,27.1
2023-05-07T20:52:25.364000+00:00,9078,59.0,1017.9,0,33.4,3.2,1208,135,27.1
2023-05-07T20:53:25.363000+00:00,9078,59.0,1017.9,0,33.4,5.0,1208,142,27.0
2023-05-07T20:54:25.362000+00:00,9078,58.0,1017.7,0,33.3,3.9,1208,120,27.0
2023-05-07T20:55:25.362000+00:00,9078,59.0,1017.9,0,33.1,3.5,1208,118,26.9
2023-05-07T20:56:25.361000+00:00,9078,58.0,1017.9,0,32.9,3.5,1208,127,26.9
2023-05-07T20:57:25.360000+00:00,9078,58.0,1017.9,0,32.9,4.0,1208,136,26.9
2023-05-07T20:58:25.360000+00:00,9078,59.0,1017.7,0,32.9,4.5,1208,126,27.0
2023-05-07T20:59:25.359000+00:00,9078,59.0,1017.9,0,32.8,3.7,1208,141,27.0
2023-05-07T21:00:25.374000+00:00,9078,59.0,1017.7,0,32.8,3.7,1208,154,27.1
2023-05-07T21:01:25.373000+00:00,9078,60.0,1017.9,0,33.1,3.0,1208,136,27.1
2023-05-07T21:02:25.357000+00:00,9078,59.0,1017.7,0,33.1,3.4,1208,127,27.1
2023-05-07T21:03:25.372000+00:00,9078,58.0,1017.9,0,33.6,3.0,1208,143,27.1
2023-05-07T21:04:25.371000+00:00,9078,58.0,1017.7,0,33.9,1.7,1208,354,27.2
2023-05-07T21:05:25.371000+00:00,9078,57.0,1017.7,0,34.1,1.3,1208,113,27.1
