date,session_key,humidity,pressure,air_temperature,wind_direction,wind_speed,meeting_key,track_temperature,rainfall
2023-11-26T13:08:07.343000+00:00,9197,50.0,1014.9,27.0,313,2.2,1226,33.7,0
2023-11-26T13:09:07.343000+00:00,9197,50.0,1014.9,27.0,262,1.8,1226,33.2,0
2023-11-26T13:10:07.342000+00:00,9197,50.0,1014.7,27.0,273,2.4,1226,33.1,0
2023-11-26T13:11:07.341000+00:00,9197,50.0,1014.9,27.0,275,2.5,1226,33.0,0
2023-11-26T13:12:07.341000+00:00,9197,50.0,1014.9,27.0,264,1.7,1226,33.0,0
2023-11-26T13:13:07.340000+00:00,9197,51.0,1014.9,27.0,276,2.0,1226,33.2,0
2023-11-26T13:14:07.355000+00:00,9197,50.0,1015.0,27.0,289,2.0,1226,33.1,0
2023-11-26T13:15:07.370000+00:00,9197,51.0,1014.9,26.9,242,2.0,1226,33.0,0
2023-11-26T13:16:07.385000+00:00,9197,51.0,1014.9,26.9,278,2.0,1226,32.8,0
2023-11-26T13:17:07.400000+00:00,9197,51.0,1014.9,26.9,256,2.0,1226,32.7,0
2023-11-26T13:18:07.415000+00:00,9197,52.0,1014.9,26.9,250,1.7,1226,32.7,0
2023-11-26T13:19:07.430000+00:00,9197,52.0,1014.9,26.9,273,2.0,1226,32.9,0
2023-11-26T13:20:07.445000+00:00,9197,52.0,1014.9,26.9,265,2.2,1226,32.8,0
2023-11-26T13:21:07.444000+00:00,9197,52.0,1015.0,26.8,255,1.8,1226,32.8,0
2023-11-26T13:22:07.459000+00:00,9197,53.0,1015.0,26.8,324,2.0,1226,32.5,0
2023-11-26T13:23:07.474000+00:00,9197,53.0,1015.0,26.8,258,1.7,1226,32.5,0
2023-11-26T13:24:07.473000+00:00,9197,53.0,1015.0,26.8,260,1.7,1226,32.5,0
2023-11-26T13:25:07.472000+00:00,9197,54.0,1015.0,26.8,291,1.8,1226,32.5,0
2023-11-26T13:26:07.472000+00:00,9197,54.0,1015.0,26.8,255,2.0,1226,32.3,0
2023-11-26T13:27:07.487000+00:00,9197,54.0,1015.0,26.7,287,1.7,1226,32.3,0
2023-11-26T13:28:07.486000+00:00,9197,53.0,1015.0,26.7,259,1.7,1226,32.3,0
2023-11-26T13:29:07.485000+00:00,9197,53.0,1015.0,26.6,261,1.5,1226,32.6,0
2023-11-26T13:30:07.485000+00:00,9197,52.0,1015.0,26.7,338,1.7,1226,32.6,0
2023-11-26T13:31:07.484000+00:00,9197,52.0,1015.0,26.7,256,1.5,1226,32.6,0
2023-11-26T13:32:07.483000+00:00,9197,52.0,1015.0,26.7,259,1.6,1226,32.5,0
2023-11-26T13:33:07.514000+00:00,9197,52.0,1015.2,26.7,294,1.7,1226,32.6,0
2023-11-26T13:34:07.482000+00:00,9197,51.0,1015.2,26.7,293,1.8,1226,32.6,0
2023-11-26T13:35:07.497000+00:00,9197,52.0,1015.0,26.7,265,1.3,1226,32.4,0
2023-11-26T13:36:07.512000+00:00,9197,53.0,1015.2,26.7,341,1.7,1226,32.4,0
2023-11-26T13:37:07.511000+00:00,9197,51.0,1015.2,26.7,264,1.2,1226,32.1,0
2023-11-26T13:38:07.526000+00:00,9197,52.0,1015.2,26.7,268,1.5,1226,32.1,0
2023-11-26T13:39:07.541000+00:00,9197,53.0,1015.2,26.7,331,1.7,1226,32.1,0
2023-11-26T13:40:07.540000+00:00,9197,52.0,1015.2,26.7,261,1.5,1226,31.9,0
2023-11-26T13:41:07.540000+00:00,9197,52.0,1015.2,26.7,271,1.7,1226,32.0,0
2023-11-26T13:42:07.539000+00:00,9197,53.0,1015.2,26.6,320,1.5,1226,32.0,0
2023-11-26T13:43:07.538000+00:00,9197,52.0,1015.2,26.7,268,1.8,1226,32.0,0
2023-11-26T13:44:07.538000+00:00,9197,53.0,1015.2,26.7,275,1.7,1226,32.1,0
2023-11-26T13:45:07.537000+00:00,9197,53.0,1015.2,26.6,329,1.2,1226,32.1,0
2023-11-26T13:46:07.536000+00:00,9197,52.0,1015.2,26.6,309,2.0,1226,32.1,0
2023-11-26T13:47:07.535000+00:00,9197,52.0,1015.2,26.6,296,1.2,1226,32.1,0
2023-11-26T13:48:07.535000+00:00,9197,52.0,1015.2,26.6,286,2.0,1226,31.7,0
2023-11-26T13:49:07.550000+00:00,9197,52.0,1015.2,26.6,282,1.2,1226,31.9,0
2023-11-26T13:50:07.549000+00:00,9197,52.0,1015.2,26.6,274,1.7,1226,31.9,0
2023-11-26T13:51:07.548000+00:00,9197,51.0,1015.2,26.6,345,1.7,1226,31.6,0
2023-11-26T13:52:07.548000+00:00,9197,51.0,1015.2,26.6,257,1.7,1226,31.7,0
2023-11-26T13:53:07.547000+00:00,9197,51.0,1015.4,26.6,262,1.1,1226,31.7,0
2023-11-26T13:54:07.546000+00:00,9197,51.0,1015.2,26.5,311,1.3,1226,31.9,0
2023-11-26T13:55:07.546000+00:00,9197,51.0,1015.2,26.6,340,1.2,1226,31.8,0
2023-11-26T13:56:07.545000+00:00,9197,51.0,1015.2,26.6,305,1.2,1226,31.7,0
2023-11-26T13:57:07.560000+00:00,9197,51.0,1015.4,26.6,273,1.5,1226,31.7,0
2023-11-26T13:58:07.544000+00:00,9197,51.0,1015.4,26.7,320,1.6,1226,31.4,0
2023-11-26T13:59:07.558000+00:00,9197,51.0,1015.2,26.7,354,1.7,1226,31.4,0
2023-11-26T14:00:07.558000+00:00,9197,52.0,1015.2,26.7,350,1.5,1226,31.4,0
2023-11-26T14:01:07.557000+00:00,9197,52.0,1015.2,26.6,358,1.7,1226,31.4,0
2023-11-26T14:02:07.556000+00:00,9197,52.0,1015.4,26.6,262,1.8,1226,31.5,0
2023-11-26T14:03:07.556000+00:00,9197,53.0,1015.2,26.6,297,1.7,1226,31.1,0
2023-11-26T14:04:07.555000+00:00,9197,52.0,1015.4,26.6,266,1.6,1226,31.1,0
2023-11-26T14:05:07.554000+00:00,9197,52.0,1015.2,26.6,356,1.7,1226,31.4,0
2023-11-26T14:06:07.554000+00:00,9197,52.0,1015.2,26.6,285,1.7,1226,31.3,0
2023-11-26T14:07:07.584000+00:00,9197,52.0,1015.2,26.5,281,1.3,1226,31.3,0
2023-11-26T14:08:07.568000+00:00,9197,52.0,1015.2,26.6,271,1.3,1226,31.4,0
2023-11-26T14:09:07.567000+00:00,9197,52.0,1015.4,26.5,265,1.3,1226,31.3,0
2023-11-26T14:10:07.582000+00:00,9197,52.0,1015.2,26.5,299,1.2,1226,31.3,0
2023-11-26T14:11:07.597000+00:00,9197,53.0,1015.2,26.5,285,1.7,1226,31.2,0
2023-11-26T14:12:07.596000+00:00,9197,53.0,1015.4,26.5,287,1.3,1226,31.1,0
2023-11-26T14:13:07.611000+00:00,9197,53.0,1015.2,26.5,290,1.3,1226,31.2,0
2023-11-26T14:14:07.611000+00:00,9197,53.0,1015.2,26.5,355,1.7,1226,31.2,0
2023-11-26T14:15:07.610000+00:00,9197,53.0,1015.2,26.5,343,1.7,1226,31.0,0
2023-11-26T14:16:07.609000+00:00,9197,53.0,1015.2,26.5,289,1.7,1226,31.0,0
2023-11-26T14:17:07.624000+00:00,9197,53.0,1015.2,26.4,269,2.0,1226,31.1,0
2023-11-26T14:18:07.639000+00:00,9197,53.0,1015.4,26.4,281,1.8,1226,31.2,0
2023-11-26T14:19:07.638000+00:00,9197,53.0,1015.2,26.5,268,1.8,1226,31.0,0
2023-11-26T14:20:07.638000+00:00,9197,53.0,1015.4,26.5,263,1.5,1226,31.0,0
2023-11-26T14:21:07.637000+00:00,9197,53.0,1015.5,26.5,263,1.7,1226,31.0,0
2023-11-26T14:22:07.636000+00:00,9197,53.0,1015.5,26.5,303,1.3,1226,31.0,0
2023-11-26T14:23:07.651000+00:00,9197,53.0,1015.5,26.6,275,1.2,1226,31.1,0
2023-11-26T14:24:07.635000+00:00,9197,53.0,1015.5,26.5,257,2.0,1226,31.1,0
2023-11-26T14:25:07.650000+00:00,9197,53.0,1015.5,26.5,282,1.7,1226,31.0,0
2023-11-26T14:26:07.649000+00:00,9197,53.0,1015.5,26.5,282,1.7,1226,31.0,0
2023-11-26T14:27:07.664000+00:00,9197,53.0,1015.5,26.5,282,1.7,1226,31.0,0
2023-11-26T14:28:07.679000+00:00,9197,53.0,1015.5,26.4,282,1.7,1226,31.0,0
2023-11-26T14:29:07.678000+00:00,9197,53.0,1015.5,26.3,282,1.7,1226,31.0,0
2023-11-26T14:30:07.678000+00:00,9197,54.0,1015.7,26.4,266,1.3,1226,30.8,0
2023-11-26T14:31:07.693000+00:00,9197,54.0,1015.7,26.4,293,1.2,1226,30.8,0
2023-11-26T14:32:07.692000+00:00,9197,54.0,1015.7,26.4,279,1.7,1226,30.8,0
2023-11-26T14:33:07.707000+00:00,9197,54.0,1015.7,26.4,283,1.8,1226,30.8,0
2023-11-26T14:34:07.691000+00:00,9197,54.0,1015.7,26.4,314,1.5,1226,30.6,0
2023-11-26T14:35:07.705000+00:00,9197,54.0,1015.7,26.4,273,1.5,1226,30.6,0
2023-11-26T14:36:07.705000+00:00,9197,54.0,1015.7,26.3,316,1.8,1226,30.5,0
