date,session_key,rainfall,humidity,pressure,air_temperature,wind_direction,meeting_key,track_temperature,wind_speed
2023-11-05T17:01:57.670000+00:00,9205,0,59.0,928.0,20.7,166,1224,46.9,1.2
2023-11-05T17:02:57.669000+00:00,9205,0,59.0,928.0,20.6,0,1224,46.9,0.8
2023-11-05T17:03:57.684000+00:00,9205,0,58.0,928.0,20.6,181,1224,47.8,1.1
2023-11-05T17:04:57.681000+00:00,9205,0,59.0,928.0,20.6,158,1224,48.5,1.1
2023-11-05T17:05:57.696000+00:00,9205,0,60.0,928.0,20.6,178,1224,47.1,1.2
2023-11-05T17:06:57.695000+00:00,9205,0,60.0,927.7,20.6,191,1224,45.3,1.1
2023-11-05T17:07:57.694000+00:00,9205,0,60.0,928.0,20.5,139,1224,45.3,1.1
2023-11-05T17:08:57.709000+00:00,9205,0,59.0,928.0,20.6,170,1224,46.6,1.0
2023-11-05T17:09:57.709000+00:00,9205,0,58.0,928.0,20.7,155,1224,47.5,2.0
2023-11-05T17:10:57.708000+00:00,9205,0,59.0,928.0,20.7,215,1224,47.6,1.0
2023-11-05T17:11:57.723000+00:00,9205,0,59.0,928.0,20.6,198,1224,46.9,1.1
2023-11-05T17:12:57.738000+00:00,9205,0,59.0,927.9,20.5,192,1224,46.7,1.5
2023-11-05T17:13:57.753000+00:00,9205,0,59.0,927.9,20.5,140,1224,46.8,1.0
2023-11-05T17:14:57.752000+00:00,9205,0,59.0,927.9,20.5,140,1224,46.8,1.0
2023-11-05T17:15:57.767000+00:00,9205,0,58.0,927.9,20.6,178,1224,47.2,0.6
2023-11-05T17:16:57.797000+00:00,9205,0,58.0,927.7,20.6,200,1224,47.9,1.1
2023-11-05T17:17:57.781000+00:00,9205,0,58.0,927.9,20.5,149,1224,47.1,0.8
2023-11-05T17:18:57.780000+00:00,9205,0,57.0,928.0,20.5,175,1224,47.9,1.1
2023-11-05T17:19:57.811000+00:00,9205,0,57.0,928.0,20.6,175,1224,47.9,1.1
2023-11-05T17:20:57.810000+00:00,9205,0,57.0,927.7,20.6,218,1224,48.5,1.5
2023-11-05T17:21:57.810000+00:00,9205,1,57.0,927.9,20.7,141,1224,48.6,1.2
2023-11-05T17:22:57.825000+00:00,9205,0,56.0,927.9,20.7,180,1224,49.1,1.3
2023-11-05T17:23:57.824000+00:00,9205,0,56.0,927.9,20.9,180,1224,49.1,1.3
2023-11-05T17:24:57.839000+00:00,9205,0,55.0,927.9,20.9,149,1224,49.4,1.3
2023-11-05T17:25:57.838000+00:00,9205,0,55.0,927.9,21.0,172,1224,49.4,1.5
2023-11-05T17:26:57.837000+00:00,9205,0,55.0,927.9,20.9,151,1224,49.7,1.1
2023-11-05T17:27:57.852000+00:00,9205,0,55.0,927.9,20.7,151,1224,49.7,1.1
2023-11-05T17:28:57.852000+00:00,9205,0,54.0,927.9,20.8,190,1224,49.7,2.2
2023-11-05T17:29:57.867000+00:00,9205,0,54.0,927.9,20.7,190,1224,49.7,2.2
2023-11-05T17:30:57.881000+00:00,9205,0,54.0,927.9,20.7,180,1224,49.6,2.0
2023-11-05T17:31:57.896000+00:00,9205,0,55.0,927.9,20.7,198,1224,49.2,2.2
2023-11-05T17:32:57.896000+00:00,9205,0,56.0,927.9,20.7,182,1224,49.1,2.0
2023-11-05T17:33:57.911000+00:00,9205,0,56.0,927.9,20.8,98,1224,48.7,1.7
2023-11-05T17:34:57.910000+00:00,9205,0,54.0,927.7,20.9,149,1224,49.7,0.8
2023-11-05T17:35:57.925000+00:00,9205,0,55.0,927.7,21.0,180,1224,50.2,0.8
2023-11-05T17:36:57.924000+00:00,9205,0,55.0,927.9,20.9,186,1224,49.8,1.1
2023-11-05T17:37:57.923000+00:00,9205,0,57.0,927.9,21.0,307,1224,49.8,1.2
2023-11-05T17:38:57.907000+00:00,9205,0,57.0,927.7,21.1,170,1224,49.6,1.2
2023-11-05T17:39:57.922000+00:00,9205,0,58.0,927.9,21.1,204,1224,49.7,1.8
2023-11-05T17:40:57.921000+00:00,9205,0,58.0,927.9,21.1,175,1224,49.3,1.7
2023-11-05T17:41:57.921000+00:00,9205,0,58.0,927.7,21.0,263,1224,49.4,1.0
2023-11-05T17:42:57.920000+00:00,9205,0,58.0,927.7,21.0,161,1224,49.4,1.2
2023-11-05T17:43:57.919000+00:00,9205,0,58.0,927.5,20.9,291,1224,49.2,1.5
2023-11-05T17:44:57.919000+00:00,9205,0,57.0,927.7,20.8,152,1224,48.9,1.7
2023-11-05T17:45:57.934000+00:00,9205,0,55.0,927.7,20.8,181,1224,49.1,1.3
2023-11-05T17:46:57.933000+00:00,9205,0,56.0,927.7,20.6,159,1224,48.8,1.8
2023-11-05T17:47:57.932000+00:00,9205,0,57.0,927.7,20.6,73,1224,49.1,1.1
2023-11-05T17:48:57.947000+00:00,9205,0,56.0,927.7,20.6,189,1224,48.9,0.4
2023-11-05T17:49:57.946000+00:00,9205,0,55.0,927.9,20.8,194,1224,48.9,1.7
2023-11-05T17:50:57.946000+00:00,9205,0,55.0,927.7,20.9,176,1224,49.0,2.2
2023-11-05T17:51:57.961000+00:00,9205,0,56.0,927.7,21.0,170,1224,48.7,2.2
2023-11-05T17:52:57.960000+00:00,9205,0,56.0,927.7,21.0,164,1224,48.7,1.7
2023-11-05T17:53:57.975000+00:00,9205,0,57.0,927.7,20.9,197,1224,48.8,1.5
2023-11-05T17:54:57.974000+00:00,9205,0,57.0,927.9,20.8,166,1224,48.9,0.8
2023-11-05T17:55:57.973000+00:00,9205,0,58.0,927.9,20.6,190,1224,48.9,2.5
2023-11-05T17:56:57.988000+00:00,9205,0,59.0,927.7,20.5,198,1224,48.3,1.3
2023-11-05T17:57:57.988000+00:00,9205,0,59.0,927.7,20.6,189,1224,48.3,2.2
2023-11-05T17:58:57.987000+00:00,9205,0,59.0,927.7,20.4,175,1224,48.3,1.5
2023-11-05T17:59:57.971000+00:00,9205,0,59.0,927.7,20.5,195,1224,48.5,1.5
2023-11-05T18:00:57.986000+00:00,9205,0,58.0,927.7,20.5,155,1224,48.1,1.2
2023-11-05T18:01:57.985000+00:00,9205,0,58.0,927.7,20.5,153,1224,48.1,0.8
2023-11-05T18:02:57.984000+00:00,9205,0,58.0,927.7,20.5,200,1224,47.8,0.6
2023-11-05T18:03:57.984000+00:00,9205,0,57.0,927.9,20.5,190,1224,48.4,0.6
2023-11-05T18:04:57.998000+00:00,9205,0,57.0,927.7,20.6,196,1224,48.7,1.1
2023-11-05T18:05:57.998000+00:00,9205,0,56.0,927.7,20.7,172,1224,48.8,1.2
2023-11-05T18:06:57.997000+00:00,9205,0,57.0,927.7,20.5,154,1224,48.8,1.2
2023-11-05T18:07:58.012000+00:00,9205,0,57.0,927.7,20.4,174,1224,48.4,1.1
2023-11-05T18:08:58.043000+00:00,9205,0,57.0,927.7,20.4,219,1224,48.0,1.3
2023-11-05T18:09:58.042000+00:00,9205,0,57.0,927.7,20.5,150,1224,48.0,1.6
2023-11-05T18:10:58.041000+00:00,9205,0,58.0,927.7,20.5,185,1224,47.8,1.7
2023-11-05T18:11:58.041000+00:00,9205,0,58.0,927.9,20.4,170,1224,47.4,1.7
2023-11-05T18:12:58.071000+00:00,9205,0,59.0,927.9,20.3,181,1224,47.3,1.7
2023-11-05T18:13:58.070000+00:00,9205,0,60.0,927.7,20.3,311,1224,47.3,1.6
2023-11-05T18:14:58.070000+00:00,9205,0,60.0,927.7,20.2,156,1224,47.2,1.0
2023-11-05T18:15:58.069000+00:00,9205,0,59.0,927.7,20.2,177,1224,47.2,1.3
2023-11-05T18:16:58.068000+00:00,9205,0,58.0,927.7,20.3,182,1224,47.3,2.0
2023-11-05T18:17:58.083000+00:00,9205,0,58.0,927.7,20.4,159,1224,47.4,1.6
2023-11-05T18:18:58.083000+00:00,9205,0,59.0,927.7,20.5,191,1224,47.5,1.7
2023-11-05T18:19:58.082000+00:00,9205,0,58.0,927.7,20.5,174,1224,47.5,2.0
2023-11-05T18:20:58.081000+00:00,9205,0,58.0,927.7,20.4,161,1224,47.2,1.0
2023-11-05T18:21:58.080000+00:00,9205,0,59.0,927.9,20.4,152,1224,47.0,1.2
2023-11-05T18:22:58.080000+00:00,9205,0,59.0,927.7,20.5,170,1224,46.6,1.0
2023-11-05T18:23:58.079000+00:00,9205,0,58.0,927.7,20.5,161,1224,47.1,2.0
2023-11-05T18:24:58.078000+00:00,9205,0,59.0,927.7,20.5,191,1224,46.9,2.0
2023-11-05T18:25:58.078000+00:00,9205,0,59.0,927.7,20.4,182,1224,47.1,2.5
2023-11-05T18:26:58.077000+00:00,9205,0,59.0,927.9,20.3,160,1224,47.1,1.6
2023-11-05T18:27:58.092000+00:00,9205,0,59.0,927.9,20.3,164,1224,47.1,1.5
2023-11-05T18:28:58.076000+00:00,9205,0,59.0,927.9,20.3,233,1224,46.8,1.2
2023-11-05T18:29:58.075000+00:00,9205,0,58.0,927.9,20.3,148,1224,46.7,1.1
2023-11-05T18:30:58.090000+00:00,9205,0,59.0,927.7,20.3,213,1224,46.7,1.6
2023-11-05T18:31:58.089000+00:00,9205,0,58.0,927.7,20.3,197,1224,46.2,1.3
2023-11-05T18:32:58.073000+00:00,9205,0,58.0,927.7,20.2,150,1224,45.4,1.5
2023-11-05T18:33:58.088000+00:00,9205,0,58.0,927.9,20.2,157,1224,44.9,2.2
2023-11-05T18:34:58.087000+00:00,9205,0,59.0,927.7,20.3,181,1224,43.2,1.5
2023-11-05T18:35:58.086000+00:00,9205,0,58.0,927.7,20.3,164,1224,42.5,0.6
2023-11-05T18:36:58.086000+00:00,9205,0,59.0,927.7,20.3,0,1224,41.8,1.1
2023-11-05T18:37:58.085000+00:00,9205,0,58.0,927.7,20.3,183,1224,41.1,0.6
2023-11-05T18:38:58.084000+00:00,9205,0,59.0,927.9,20.3,160,1224,40.5,1.1
2023-11-05T18:39:58.084000+00:00,9205,0,59.0,927.7,20.2,304,1224,40.5,1.1
2023-11-05T18:40:58.083000+00:00,9205,0,59.0,927.7,20.0,174,1224,40.0,0.6
2023-11-05T18:41:58.082000+00:00,9205,0,58.0,927.9,20.0,179,1224,39.6,1.1
2023-11-05T18:42:58.097000+00:00,9205,0,59.0,927.7,20.0,197,1224,39.6,1.0
2023-11-05T18:43:58.081000+00:00,9205,0,59.0,927.9,20.0,160,1224,38.8,1.2
2023-11-05T18:44:58.096000+00:00,9205,0,58.0,927.7,19.9,200,1224,38.7,0.8
2023-11-05T18:45:58.095000+00:00,9205,0,59.0,927.7,19.9,63,1224,38.4,1.5
2023-11-05T18:46:58.094000+00:00,9205,0,58.0,927.9,19.8,177,1224,38.0,1.2
2023-11-05T18:47:58.094000+00:00,9205,0,58.0,927.7,19.8,176,1224,37.9,2.4
2023-11-05T18:48:58.109000+00:00,9205,0,59.0,927.9,19.8,182,1224,37.8,2.0
2023-11-05T18:49:58.108000+00:00,9205,0,60.0,927.7,19.9,177,1224,37.6,1.3
2023-11-05T18:50:58.107000+00:00,9205,0,59.0,927.7,19.8,132,1224,37.6,0.6
2023-11-05T18:51:58.107000+00:00,9205,0,59.0,927.7,19.9,154,1224,37.8,1.6
2023-11-05T18:52:58.106000+00:00,9205,0,60.0,927.9,19.8,153,1224,37.8,1.2
2023-11-05T18:53:58.121000+00:00,9205,0,60.0,927.7,19.8,159,1224,37.1,1.3
2023-11-05T18:54:58.136000+00:00,9205,0,59.0,927.7,19.7,175,1224,37.1,1.7
2023-11-05T18:55:58.151000+00:00,9205,0,60.0,927.9,19.7,212,1224,37.0,1.6
2023-11-05T18:56:58.150000+00:00,9205,0,60.0,927.7,19.7,179,1224,36.8,2.2
2023-11-05T18:57:58.149000+00:00,9205,0,61.0,927.9,19.6,152,1224,36.6,1.5
2023-11-05T18:58:58.164000+00:00,9205,0,61.0,927.7,19.7,177,1224,36.4,1.2
2023-11-05T18:59:58.148000+00:00,9205,0,60.0,927.7,19.8,159,1224,36.5,0.8
2023-11-05T19:00:58.147000+00:00,9205,0,60.0,927.7,19.8,200,1224,36.5,1.2
2023-11-05T19:01:58.162000+00:00,9205,0,60.0,927.9,19.7,173,1224,36.0,0.8
2023-11-05T19:02:58.162000+00:00,9205,0,60.0,927.9,19.7,179,1224,35.9,0.8
2023-11-05T19:03:58.177000+00:00,9205,0,61.0,927.7,19.8,200,1224,35.8,2.0
