date,session_key,humidity,pressure,rainfall,track_temperature,wind_speed,meeting_key,wind_direction,air_temperature
2023-04-30T11:15:11.809000+00:00,9070,49.0,1008.5,0,42.3,0.6,1207,21,24.8
2023-04-30T11:16:11.808000+00:00,9070,50.0,1008.5,0,41.6,1.5,1207,64,24.8
2023-04-30T11:17:11.807000+00:00,9070,51.0,1008.5,0,41.7,0.8,1207,0,24.8
2023-04-30T11:18:11.806000+00:00,9070,50.0,1008.4,0,41.7,0.8,1207,106,25.0
2023-04-30T11:19:11.805000+00:00,9070,50.0,1008.5,0,42.0,0.6,1207,295,25.0
2023-04-30T11:20:11.819000+00:00,9070,49.0,1008.4,0,42.2,0.8,1207,74,25.0
2023-04-30T11:21:11.865000+00:00,9070,50.0,1008.2,0,42.4,0.8,1207,148,25.0
2023-04-30T11:22:11.817000+00:00,9070,48.0,1008.2,0,42.7,0.8,1207,56,25.2
2023-04-30T11:23:11.816000+00:00,9070,49.0,1008.2,0,42.6,0.8,1207,23,25.2
2023-04-30T11:24:11.815000+00:00,9070,50.0,1008.2,0,41.0,1.1,1207,74,25.1
2023-04-30T11:25:11.814000+00:00,9070,50.0,1008.2,0,40.9,1.2,1207,26,25.0
2023-04-30T11:26:11.844000+00:00,9070,51.0,1008.2,0,41.0,1.3,1207,260,24.8
2023-04-30T11:27:11.843000+00:00,9070,51.0,1008.2,0,41.0,1.2,1207,343,24.8
2023-04-30T11:28:11.842000+00:00,9070,51.0,1008.2,0,41.0,1.2,1207,343,24.8
2023-04-30T11:29:11.856000+00:00,9070,50.0,1008.0,0,41.0,1.2,1207,226,24.9
2023-04-30T11:30:11.871000+00:00,9070,50.0,1008.0,0,41.7,1.0,1207,234,25.0
2023-04-30T11:31:11.870000+00:00,9070,49.0,1008.0,0,42.5,0.8,1207,64,25.1
2023-04-30T11:32:11.884000+00:00,9070,49.0,1008.0,0,42.8,1.8,1207,52,25.1
2023-04-30T11:33:11.883000+00:00,9070,49.0,1008.0,0,43.0,2.0,1207,34,25.1
2023-04-30T11:34:11.913000+00:00,9070,48.0,1008.0,0,43.0,0.5,1207,48,25.0
2023-04-30T11:35:11.912000+00:00,9070,48.0,1008.0,0,42.5,1.2,1207,47,25.0
2023-04-30T11:36:11.911000+00:00,9070,48.0,1008.0,0,42.5,1.2,1207,182,25.1
2023-04-30T11:37:11.910000+00:00,9070,48.0,1008.0,0,42.6,1.0,1207,65,25.1
2023-04-30T11:38:11.909000+00:00,9070,48.0,1008.0,0,42.6,1.0,1207,218,25.1
2023-04-30T11:39:11.908000+00:00,9070,48.0,1008.0,0,42.0,1.3,1207,290,25.1
2023-04-30T11:40:11.922000+00:00,9070,48.0,1008.2,0,41.9,1.3,1207,263,25.2
2023-04-30T11:41:11.921000+00:00,9070,48.0,1008.2,0,41.2,1.0,1207,0,25.2
2023-04-30T11:42:11.936000+00:00,9070,48.0,1008.2,0,41.0,0.6,1207,36,25.3
2023-04-30T11:43:11.935000+00:00,9070,47.0,1008.2,0,41.0,0.6,1207,48,25.4
2023-04-30T11:44:11.934000+00:00,9070,48.0,1008.2,0,40.8,1.0,1207,343,25.4
2023-04-30T11:45:11.933000+00:00,9070,48.0,1008.2,0,40.8,1.0,1207,0,25.4
2023-04-30T11:46:11.947000+00:00,9070,47.0,1008.2,0,41.4,0.0,1207,83,25.4
2023-04-30T11:47:11.930000+00:00,9070,48.0,1008.4,0,40.6,1.2,1207,16,25.5
2023-04-30T11:48:11.929000+00:00,9070,48.0,1008.2,0,40.3,0.8,1207,301,25.4
2023-04-30T11:49:11.944000+00:00,9070,48.0,1008.2,0,40.4,1.2,1207,95,25.3
2023-04-30T11:50:11.943000+00:00,9070,48.0,1008.4,0,40.9,1.3,1207,56,25.3
2023-04-30T11:51:11.942000+00:00,9070,47.0,1008.2,0,40.9,1.2,1207,66,25.3
2023-04-30T11:52:11.941000+00:00,9070,48.0,1008.4,0,40.5,0.6,1207,28,25.4
2023-04-30T11:53:11.940000+00:00,9070,48.0,1008.2,0,40.5,1.6,1207,62,25.5
2023-04-30T11:54:11.938000+00:00,9070,48.0,1008.2,0,40.5,1.2,1207,102,25.6
2023-04-30T11:55:11.937000+00:00,9070,48.0,1008.4,0,40.5,0.8,1207,0,25.5
2023-04-30T11:56:11.936000+00:00,9070,47.0,1008.2,0,40.5,0.5,1207,31,25.5
2023-04-30T11:57:11.935000+00:00,9070,46.0,1008.2,0,41.3,1.8,1207,62,25.6
2023-04-30T11:58:11.965000+00:00,9070,47.0,1008.2,0,41.0,1.3,1207,349,25.6
2023-04-30T11:59:11.949000+00:00,9070,48.0,1008.2,0,40.9,1.2,1207,0,25.6
2023-04-30T12:00:11.963000+00:00,9070,47.0,1008.2,0,40.7,0.8,1207,176,25.5
2023-04-30T12:01:11.946000+00:00,9070,47.0,1008.2,0,40.9,1.2,1207,75,25.5
2023-04-30T12:02:11.961000+00:00,9070,48.0,1008.2,0,40.7,0.8,1207,232,25.5
2023-04-30T12:03:11.991000+00:00,9070,47.0,1008.2,0,40.7,0.6,1207,15,25.4
2023-04-30T12:04:11.990000+00:00,9070,47.0,1008.2,0,40.3,1.1,1207,316,25.4
2023-04-30T12:05:11.989000+00:00,9070,47.0,1008.2,0,40.1,0.6,1207,147,25.5
2023-04-30T12:06:11.988000+00:00,9070,47.0,1008.2,0,40.1,1.0,1207,73,25.5
2023-04-30T12:07:12.002000+00:00,9070,47.0,1008.2,0,39.8,1.0,1207,91,25.5
2023-04-30T12:08:12.033000+00:00,9070,48.0,1008.2,0,39.4,1.0,1207,0,25.4
2023-04-30T12:09:12.032000+00:00,9070,47.0,1008.2,0,39.4,0.6,1207,93,25.4
2023-04-30T12:10:12.030000+00:00,9070,48.0,1008.2,0,39.4,0.8,1207,0,25.5
2023-04-30T12:11:12.045000+00:00,9070,48.0,1008.2,0,38.9,1.2,1207,288,25.4
2023-04-30T12:12:12.075000+00:00,9070,48.0,1008.2,0,39.1,0.8,1207,295,25.4
2023-04-30T12:13:12.058000+00:00,9070,48.0,1008.2,0,38.8,1.0,1207,30,25.4
2023-04-30T12:14:12.057000+00:00,9070,48.0,1008.4,0,38.8,1.3,1207,56,25.3
2023-04-30T12:15:12.072000+00:00,9070,48.0,1008.2,0,38.8,1.0,1207,190,25.3
2023-04-30T12:16:12.071000+00:00,9070,47.0,1008.4,0,39.1,0.8,1207,78,25.3
2023-04-30T12:17:12.070000+00:00,9070,47.0,1008.4,0,38.9,1.5,1207,46,25.5
2023-04-30T12:18:12.069000+00:00,9070,48.0,1008.4,0,38.0,0.8,1207,79,25.5
2023-04-30T12:19:12.068000+00:00,9070,48.0,1008.4,0,37.6,0.5,1207,46,25.4
2023-04-30T12:20:12.066000+00:00,9070,48.0,1008.2,0,38.0,0.8,1207,113,25.4
2023-04-30T12:21:12.066000+00:00,9070,48.0,1008.4,0,38.0,0.8,1207,158,25.2
2023-04-30T12:22:12.080000+00:00,9070,48.0,1008.4,0,37.7,1.0,1207,0,25.2
2023-04-30T12:23:12.063000+00:00,9070,48.0,1008.5,0,37.5,0.8,1207,235,25.3
2023-04-30T12:24:12.062000+00:00,9070,48.0,1008.5,0,37.5,1.1,1207,201,25.3
2023-04-30T12:25:12.061000+00:00,9070,47.0,1008.5,0,37.3,1.0,1207,123,25.3
2023-04-30T12:26:12.076000+00:00,9070,47.0,1008.5,0,37.1,0.8,1207,148,25.3
2023-04-30T12:27:12.075000+00:00,9070,48.0,1008.5,0,37.0,1.1,1207,0,25.2
2023-04-30T12:28:12.058000+00:00,9070,48.0,1008.5,0,36.5,1.0,1207,204,25.1
2023-04-30T12:29:12.072000+00:00,9070,49.0,1008.5,0,36.5,1.2,1207,194,25.0
2023-04-30T12:30:12.071000+00:00,9070,49.0,1008.7,0,36.2,2.0,1207,221,25.0
2023-04-30T12:31:12.070000+00:00,9070,50.0,1008.7,0,35.8,1.6,1207,217,24.9
2023-04-30T12:32:12.069000+00:00,9070,50.0,1008.7,0,35.8,1.6,1207,191,24.8
2023-04-30T12:33:12.068000+00:00,9070,50.0,1008.9,0,35.6,1.1,1207,210,24.8
2023-04-30T12:34:12.067000+00:00,9070,50.0,1008.7,0,35.6,1.2,1207,150,24.8
2023-04-30T12:35:12.050000+00:00,9070,51.0,1008.9,0,35.1,1.3,1207,190,24.8
2023-04-30T12:36:12.065000+00:00,9070,51.0,1009.0,0,35.1,1.7,1207,223,24.7
2023-04-30T12:37:12.064000+00:00,9070,51.0,1009.0,0,35.1,1.7,1207,201,24.7
2023-04-30T12:38:12.063000+00:00,9070,51.0,1009.0,0,34.8,0.8,1207,219,24.6
2023-04-30T12:39:12.171000+00:00,9070,51.0,1009.2,0,34.8,2.0,1207,191,24.6
2023-04-30T12:40:12.061000+00:00,9070,51.0,1009.2,0,34.5,0.6,1207,24,24.6
