date,session_key,air_temperature,track_temperature,humidity,pressure,wind_direction,meeting_key,wind_speed,rainfall
2023-09-24T04:56:23.636000+00:00,9173,27.4,44.3,41.0,1013.0,109,1220,2.5,0
2023-09-24T04:57:23.634000+00:00,9173,27.3,44.3,41.0,1013.0,116,1220,3.0,0
2023-09-24T04:58:23.633000+00:00,9173,27.2,44.3,41.0,1013.0,121,1220,3.2,0
2023-09-24T04:59:23.648000+00:00,9173,27.2,44.1,41.0,1013.0,112,1220,3.0,0
2023-09-24T05:00:23.647000+00:00,9173,27.1,43.7,42.0,1013.0,119,1220,2.7,0
2023-09-24T05:01:23.646000+00:00,9173,27.1,43.8,43.0,1013.0,112,1220,2.5,0
2023-09-24T05:02:23.645000+00:00,9173,27.1,43.8,42.0,1013.0,125,1220,1.7,0
2023-09-24T05:03:23.644000+00:00,9173,27.0,43.9,42.0,1013.0,147,1220,2.0,0
2023-09-24T05:04:23.643000+00:00,9173,27.0,44.0,42.0,1013.0,145,1220,2.5,0
2023-09-24T05:05:23.642000+00:00,9173,27.0,43.9,42.0,1013.0,138,1220,2.5,0
2023-09-24T05:06:23.640000+00:00,9173,27.0,43.9,41.0,1013.0,129,1220,1.7,0
2023-09-24T05:07:23.655000+00:00,9173,27.1,44.1,39.0,1013.0,119,1220,2.7,0
2023-09-24T05:08:23.638000+00:00,9173,27.1,43.6,41.0,1013.0,135,1220,3.0,0
2023-09-24T05:09:23.637000+00:00,9173,27.1,43.5,42.0,1013.0,110,1220,1.5,0
2023-09-24T05:10:23.652000+00:00,9173,27.2,43.5,42.0,1013.0,113,1220,1.7,0
2023-09-24T05:11:23.651000+00:00,9173,27.2,43.7,42.0,1013.0,136,1220,2.5,0
2023-09-24T05:12:23.665000+00:00,9173,27.2,43.7,41.0,1013.0,130,1220,2.5,0
2023-09-24T05:13:23.649000+00:00,9173,27.2,43.2,43.0,1013.0,133,1220,3.0,0
2023-09-24T05:14:23.648000+00:00,9173,27.1,43.0,43.0,1013.0,114,1220,2.2,0
2023-09-24T05:15:23.647000+00:00,9173,27.2,42.6,43.0,1013.0,133,1220,2.0,0
2023-09-24T05:16:23.645000+00:00,9173,27.2,43.0,42.0,1012.9,130,1220,3.0,0
2023-09-24T05:17:23.644000+00:00,9173,27.1,42.4,43.0,1013.0,123,1220,2.4,0
2023-09-24T05:18:23.643000+00:00,9173,27.1,42.8,42.0,1013.0,79,1220,1.3,0
2023-09-24T05:19:23.658000+00:00,9173,27.1,43.0,42.0,1013.0,106,1220,1.2,0
2023-09-24T05:20:23.657000+00:00,9173,27.2,43.1,41.0,1013.0,85,1220,1.2,0
2023-09-24T05:21:23.640000+00:00,9173,27.1,43.0,41.0,1012.9,9,1220,1.7,0
2023-09-24T05:22:23.655000+00:00,9173,27.1,42.9,41.0,1013.0,139,1220,1.0,0
2023-09-24T05:23:23.654000+00:00,9173,27.1,43.5,40.0,1012.9,155,1220,1.5,0
2023-09-24T05:24:23.668000+00:00,9173,27.2,43.5,40.0,1012.9,95,1220,1.7,0
2023-09-24T05:25:23.683000+00:00,9173,27.2,43.3,41.0,1012.7,145,1220,1.6,0
2023-09-24T05:26:23.697000+00:00,9173,27.3,43.3,40.0,1012.9,324,1220,0.8,0
2023-09-24T05:27:23.712000+00:00,9173,27.3,43.4,41.0,1012.7,97,1220,1.2,0
2023-09-24T05:28:23.695000+00:00,9173,27.3,43.4,41.0,1012.9,35,1220,1.2,0
2023-09-24T05:29:23.710000+00:00,9173,27.4,43.1,41.0,1012.9,132,1220,1.6,0
2023-09-24T05:30:23.709000+00:00,9173,27.3,43.2,41.0,1012.9,135,1220,0.8,0
2023-09-24T05:31:23.708000+00:00,9173,27.3,43.0,40.0,1012.7,85,1220,0.8,0
2023-09-24T05:32:23.707000+00:00,9173,27.2,43.0,40.0,1012.7,87,1220,1.6,0
2023-09-24T05:33:23.705000+00:00,9173,27.2,43.1,40.0,1012.9,308,1220,1.1,0
2023-09-24T05:34:23.704000+00:00,9173,27.3,43.1,40.0,1012.9,92,1220,1.1,0
2023-09-24T05:35:23.719000+00:00,9173,27.3,43.0,40.0,1012.9,141,1220,0.8,0
2023-09-24T05:36:23.702000+00:00,9173,27.3,43.2,41.0,1012.9,96,1220,2.0,0
2023-09-24T05:37:23.701000+00:00,9173,27.3,42.8,42.0,1012.9,128,1220,1.0,0
2023-09-24T05:38:23.716000+00:00,9173,27.2,42.6,42.0,1012.9,82,1220,1.2,0
2023-09-24T05:39:23.715000+00:00,9173,27.3,42.5,43.0,1012.9,199,1220,0.8,0
2023-09-24T05:40:23.714000+00:00,9173,27.3,42.3,42.0,1012.9,3,1220,1.7,0
2023-09-24T05:41:23.728000+00:00,9173,27.3,42.3,42.0,1012.9,134,1220,1.0,0
2023-09-24T05:42:23.743000+00:00,9173,27.3,42.7,43.0,1013.0,76,1220,1.3,0
2023-09-24T05:43:23.757000+00:00,9173,27.3,40.8,43.0,1013.0,20,1220,1.7,0
2023-09-24T05:44:23.756000+00:00,9173,27.3,40.7,42.0,1012.9,145,1220,1.0,0
2023-09-24T05:45:23.771000+00:00,9173,27.3,40.5,41.0,1012.9,100,1220,1.8,0
2023-09-24T05:46:23.785000+00:00,9173,27.4,40.4,39.0,1012.9,83,1220,1.3,0
2023-09-24T05:47:23.784000+00:00,9173,27.4,40.2,39.0,1012.9,326,1220,1.8,0
2023-09-24T05:48:23.799000+00:00,9173,27.5,39.6,39.0,1013.0,22,1220,1.1,0
2023-09-24T05:49:23.798000+00:00,9173,27.4,39.6,39.0,1012.9,3,1220,1.0,0
2023-09-24T05:50:23.797000+00:00,9173,27.4,39.2,40.0,1013.0,187,1220,0.5,0
2023-09-24T05:51:23.796000+00:00,9173,27.4,39.1,40.0,1012.9,131,1220,0.8,0
2023-09-24T05:52:23.795000+00:00,9173,27.4,39.1,41.0,1013.0,100,1220,2.2,0
2023-09-24T05:53:23.825000+00:00,9173,27.3,38.7,42.0,1012.9,161,1220,1.0,0
2023-09-24T05:54:23.792000+00:00,9173,27.4,38.2,42.0,1012.9,103,1220,0.8,0
2023-09-24T05:55:23.791000+00:00,9173,27.4,38.2,42.0,1012.9,114,1220,1.7,0
2023-09-24T05:56:23.806000+00:00,9173,27.3,38.4,41.0,1013.0,113,1220,1.7,0
2023-09-24T05:57:23.805000+00:00,9173,27.4,38.4,40.0,1012.9,351,1220,1.1,0
2023-09-24T05:58:23.804000+00:00,9173,27.4,38.4,40.0,1012.9,148,1220,1.0,0
2023-09-24T05:59:23.803000+00:00,9173,27.4,38.4,40.0,1012.9,112,1220,0.5,0
2023-09-24T06:00:23.802000+00:00,9173,27.4,38.3,42.0,1012.9,137,1220,1.1,0
2023-09-24T06:01:23.801000+00:00,9173,27.4,38.1,41.0,1012.9,136,1220,1.8,0
2023-09-24T06:02:23.800000+00:00,9173,27.4,37.9,41.0,1012.7,63,1220,1.6,0
2023-09-24T06:03:23.799000+00:00,9173,27.3,37.8,41.0,1012.7,72,1220,1.2,0
2023-09-24T06:04:23.797000+00:00,9173,27.3,37.7,41.0,1012.9,79,1220,1.0,0
2023-09-24T06:05:23.812000+00:00,9173,27.2,37.7,41.0,1012.7,97,1220,1.5,0
2023-09-24T06:06:23.811000+00:00,9173,27.2,37.6,42.0,1012.7,64,1220,1.0,0
2023-09-24T06:07:23.794000+00:00,9173,27.3,37.4,42.0,1012.7,69,1220,1.0,0
2023-09-24T06:08:23.809000+00:00,9173,27.3,37.4,42.0,1012.7,353,1220,1.1,0
2023-09-24T06:09:23.808000+00:00,9173,27.3,37.4,41.0,1012.7,297,1220,0.6,0
2023-09-24T06:10:23.822000+00:00,9173,27.4,38.0,41.0,1012.7,140,1220,0.8,0
2023-09-24T06:11:23.821000+00:00,9173,27.3,38.0,42.0,1012.7,115,1220,1.5,0
2023-09-24T06:12:23.820000+00:00,9173,27.3,37.4,44.0,1012.7,134,1220,2.2,0
2023-09-24T06:13:23.835000+00:00,9173,27.3,37.0,45.0,1012.7,157,1220,1.7,0
2023-09-24T06:14:23.834000+00:00,9173,27.3,37.3,45.0,1012.7,106,1220,1.5,0
2023-09-24T06:15:23.864000+00:00,9173,27.3,37.3,44.0,1012.7,110,1220,1.0,0
2023-09-24T06:16:23.863000+00:00,9173,27.3,37.2,45.0,1012.9,140,1220,1.6,0
2023-09-24T06:17:23.862000+00:00,9173,27.4,37.2,44.0,1012.7,63,1220,1.2,0
2023-09-24T06:18:23.861000+00:00,9173,27.4,37.4,44.0,1012.7,143,1220,0.5,0
2023-09-24T06:19:23.860000+00:00,9173,27.3,37.4,45.0,1012.7,108,1220,1.6,0
2023-09-24T06:20:23.874000+00:00,9173,27.1,37.1,46.0,1012.7,117,1220,1.8,0
2023-09-24T06:21:23.873000+00:00,9173,27.1,36.9,44.0,1012.7,114,1220,1.8,0
2023-09-24T06:22:23.872000+00:00,9173,27.1,36.9,44.0,1012.7,142,1220,2.4,0
2023-09-24T06:23:23.871000+00:00,9173,27.1,36.9,44.0,1012.9,93,1220,2.7,0
2023-09-24T06:24:23.886000+00:00,9173,27.2,36.6,45.0,1012.7,101,1220,1.7,0
2023-09-24T06:25:23.900000+00:00,9173,27.2,36.7,45.0,1012.9,129,1220,1.3,0
2023-09-24T06:26:23.899000+00:00,9173,27.1,36.8,45.0,1012.9,126,1220,1.5,0
2023-09-24T06:27:23.914000+00:00,9173,27.1,36.6,46.0,1012.7,104,1220,2.2,0
2023-09-24T06:28:23.913000+00:00,9173,27.2,36.6,47.0,1012.9,113,1220,1.2,0
2023-09-24T06:29:23.927000+00:00,9173,27.2,36.6,47.0,1012.9,116,1220,1.5,0
2023-09-24T06:30:23.926000+00:00,9173,27.2,36.9,47.0,1012.7,102,1220,1.1,0
2023-09-24T06:31:23.941000+00:00,9173,27.2,36.7,47.0,1012.9,114,1220,1.8,0
2023-09-24T06:32:23.940000+00:00,9173,27.3,36.8,46.0,1012.9,139,1220,0.6,0
2023-09-24T06:33:23.939000+00:00,9173,27.2,36.8,46.0,1012.9,112,1220,1.7,0
2023-09-24T06:34:23.938000+00:00,9173,27.1,36.5,47.0,1012.7,49,1220,1.3,0
2023-09-24T06:35:23.952000+00:00,9173,27.0,36.3,47.0,1012.9,134,1220,1.3,0
2023-09-24T06:36:23.951000+00:00,9173,26.9,36.2,48.0,1012.9,133,1220,2.7,0
2023-09-24T06:37:23.950000+00:00,9173,26.9,36.2,49.0,1012.7,149,1220,2.9,0
2023-09-24T06:38:23.949000+00:00,9173,26.9,35.5,49.0,1012.9,103,1220,2.0,0
